0.14748569,-0.3567573,-0.06805559,-0.15089336,0.3441999,0.36396405,0.41568893,-0.064849205,-0.3451347,-0.3563712,-0.1982783,0.09352949,0.06315183,-0.5563411,0.16671444,0.20020631,-0.3614712,-0.1987716,-0.09960648,0.1438234,0.0133828195,0.6194365,-0.097961046,0.20295759,0.00085218414,0.026882552,0.025412101,0.3996222,0.00066920446,0.28748274
0.31401348,-0.26513046,0.008383449,-0.2487224,0.035256412,0.4115297,-0.07210455,0.071872585,-0.36468488,-0.21252449,-0.16435033,-0.06070432,-0.12744395,-0.5565035,0.25990283,0.20215186,-0.40654212,-0.19477928,-0.3548717,-0.22273135,0.16837856,0.37329862,-0.05380905,-0.23592871,-0.14104712,-0.18235527,0.09001355,0.2355222,-0.20468698,0.021700317
0.09665832,-0.2683871,0.32615516,-0.017630324,0.05741338,0.42159852,0.14434464,0.25081655,-0.43154037,-0.20408602,-0.34867007,0.04496112,-0.23584218,-0.44962075,0.0020815313,0.32703063,-0.42079067,-0.18485697,-0.20693587,-0.39399102,0.29810098,0.4104645,-0.13966559,0.14630158,0.18492049,-0.2875318,0.14111693,0.019698298,-0.00389536,0.37478882
0.18601549,0.10899299,0.018699512,-0.053427696,0.14920865,0.3238954,0.047342952,0.30169144,-0.19476748,-0.16641264,-0.25748873,-0.052400984,-0.22426294,-0.270283,0.19578838,0.1907485,-0.17683575,-0.12709925,-0.28878126,-0.16538794,0.07353437,0.24259153,-0.097672254,-0.084661156,0.07165606,-0.14906216,-0.027143812,0.056281336,-0.020133477,0.24815933
0.13639607,0.061073642,0.07599791,-0.1799055,0.09218389,0.316049,-0.0021810913,0.04668607,-0.20398615,-0.20759103,-0.2788769,-0.076530434,-0.01971016,-0.19695783,0.3310104,0.32872683,-0.055050373,-0.31283945,-0.38770247,-0.3436018,0.08160022,0.22420184,0.05189828,-0.08319025,0.13163677,0.07965677,0.024168173,-0.10685043,-0.114746176,0.095135815
0.2386804,-0.04683485,-0.08044237,-0.31569302,0.24649559,0.68280745,-0.00067812763,0.17836894,-0.23179701,-0.41997483,-0.14194041,0.09330069,-0.022146834,-0.8984709,0.3171179,0.3999004,-0.68610483,-0.19289616,-0.2804512,-0.28267607,0.09920915,0.6115471,0.13032998,-0.11288866,0.038188197,-0.3879614,0.50831974,0.24983022,-0.19493183,0.28978077
0.06289084,-0.03755289,0.08581614,-0.079539396,0.037635777,0.11053396,0.10304195,-0.07657617,-0.07260509,-0.10860653,-0.21087874,-0.079275005,-0.0038249253,-0.087672554,0.17497994,0.1330974,-0.022079092,-0.15049994,-0.17735805,-0.048195586,0.031505886,0.15694544,0.022032153,-0.062369853,0.006558954,0.07764922,0.006510837,0.07195513,0.024002261,-0.022990903
0.10476709,-0.023989435,0.33430073,0.06794618,0.36761525,0.5643071,0.06414067,0.267232,-0.50484943,0.040152118,-0.59591156,-0.033658765,-0.6866175,-0.7364304,0.4649324,0.42380163,-0.09487266,-0.15690887,-0.36373204,-0.45529363,0.22635898,0.50643855,-0.3328957,0.18939188,0.21413858,-0.27846414,0.1537039,0.22283623,-0.08431024,0.5419544
0.1355163,-0.28728706,0.25296426,0.005358349,0.10498998,0.37343377,0.24455327,-0.15942587,-0.34630108,-0.20130453,-0.32147858,-0.04753699,-0.24933933,-0.5517109,0.38785896,0.19867316,-0.060944237,-0.45964614,-0.24959262,-0.18960753,0.13354109,0.2717069,-0.26013944,0.15985715,0.031719368,-0.19102024,-0.20256461,0.18934731,0.026604265,0.3569618
0.1465203,0.3463676,-0.051637996,-0.5268563,0.46972483,0.7408317,-0.30010834,0.12666474,-0.15479495,0.18703987,0.047737293,0.061812963,-0.19401285,-0.22168301,0.19188562,0.3538995,-0.1642003,-0.26430777,-0.26666075,-0.592825,0.0532085,0.09031451,0.23453742,0.10543335,0.13479018,0.34312543,0.13580377,-0.16470768,-0.10692434,0.2725155
